nSmallRings	nAromRings	nRingBlocks	nAromBlocks	nRings3	nRings4	nRings5	nRings6	nRings7	nRings8	nRings9	tpsaEfficiency	Zagreb	WPATH	WPOL	VAdjMat	VABC	TopoPSA	topoShape	geomShape	PetitjeanNumber	MDEC.11	MDEC.12	MDEC.13	MDEC.14	MDEC.22	MDEC.23	MDEC.24	MDEC.33	MDEC.34	MDEC.44	MDEO.11	MDEO.12	MDEO.22	MDEN.11	MDEN.12	MDEN.13	MDEN.22	MDEN.23	MDEN.33	khs.sLi	khs.ssBe	khs.ssssBe	khs.ssBH	khs.sssB	khs.ssssB	khs.sCH3	khs.dCH2	khs.ssCH2	khs.tCH	khs.dsCH	khs.aaCH	khs.sssCH	khs.ddC	khs.tsC	khs.dssC	khs.aasC	khs.aaaC	khs.ssssC	khs.sNH3	khs.sNH2	khs.ssNH2	khs.dNH	khs.ssNH	khs.aaNH	khs.tN	khs.sssNH	khs.dsN	khs.aaN	khs.sssN	khs.ddsN	khs.aasN	khs.ssssN	khs.sOH	khs.dO	khs.ssO	khs.aaO	khs.sF	khs.sSiH3	khs.ssSiH2	khs.sssSiH	khs.ssssSi	khs.sPH2	khs.ssPH	khs.sssP	khs.dsssP	khs.sssssP	khs.sSH	khs.dS	khs.ssS	khs.aaS	khs.dssS	khs.ddssS	khs.sCl	khs.sGeH3	khs.ssGeH2	khs.sssGeH	khs.ssssGe	khs.sAsH2	khs.ssAsH	khs.sssAs	khs.sssdAs	khs.sssssAs	khs.sSeH	khs.dSe	khs.ssSe	khs.aaSe	khs.dssSe	khs.ddssSe	khs.sBr	khs.sSnH3	khs.ssSnH2	khs.sssSnH	khs.ssssSn	khs.sI	khs.sPbH3	khs.ssPbH2	khs.sssPbH	khs.ssssPb	Kier1	Kier2	Kier3	HybRatio	fragC	FMF	ECCEN	SCH.3	SCH.4	SCH.5	SCH.6	SCH.7	VCH.3	VCH.4	VCH.5	VCH.6	VCH.7	C1SP1	C2SP1	C1SP2	C2SP2	C3SP2	C1SP3	C2SP3	C3SP3	C4SP3	ATSp1	ATSp2	ATSp3	ATSp4	ATSp5	ATSm1	ATSm2	ATSm3	ATSm4	ATSm5	ATSc1	ATSc2	ATSc3	ATSc4	ATSc5
acetic_acid	0	0	0	0	0	0	0	0	0	0	0	0.621447820005305	12	9	0	2.58496250072116	58.0924226528556	37.3	1	0.743120232871339	0.5	0	0	1	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1.33333333333333	NA	0.5	37.02	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	58.780575625	47.106336	38.8410481875	0	0	5.54893807108189	3.66418395426513	4.43865298980608	0	0	0.194598407923705	-0.0910121789036757	-0.00628702505817704	0	0
acetohexamide	2	1	2	1	0	0	0	2	0	0	0	0.310754495324207	110	1176	31	5.52356195605701	294.864468459379	100.72	0.857142857142857	0.703078712098097	0.461538461538462	0	1.3164801640384	1.31326390220188	0	8.78890848300037	11.4157121561814	0	2.49064351318989	0	0	1.22054320077224	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	1	0	5	0	0	4	1	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3402646502836	8.203125	5.55149744338934	0.466666666666667	1387.07	0.380952380952381	452	0	0	0	0.185395405949299	0.161947972747839	0	0	0	0.129839850393744	0.0819196491235969	0	0	0	6	1	1	6	0	0	1534.0584536067	1739.62218778095	2353.10273036967	2228.20181056817	1901.69943999992	31.9455897831668	33.0587691326861	42.1845650468144	42.8291625918757	37.9813510675968	0.487421387582532	-0.264089452179804	0.143679831711114	-0.221230718360002	0.162998648176103
acetone	0	0	0	0	0	0	0	0	0	0	0	0.125558672762794	16	18	2	3	85.8817995557279	17.07	0.5	0.726948793031771	0.333333333333333	0	0.5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	2.25	4	0.666666666666667	61.02	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	190.930791140625	164.80092828125	139.847226625	59.84469078125	0	49.0325598268563	9.98476743827716	10.3168594154097	15.514651069402	0	0.167241856372887	-0.0293142903147786	-0.0813608303984034	0.0270541925267387	0
acetylcarnitine	0	0	0	0	0	0	0	0	0	0	0	0.32705488065653	62	322	13	4.70043971814109	205.105069942411	66.43	1	0.654366548390672	0.5	1.73205080756888	2.59367910930202	3.25393089395837	0	0.5	3.46410161513776	0	1.19055078897615	0	0	0.721124785153704	0.944940787421155	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5.77777777777778	9.37278106508876	0.777777777777778	718.05	0	125	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	626.636153331299	664.897006709473	838.367041703125	660.337461316406	712.953428908203	17.4578564434403	15.3251876183846	21.7076718670577	15.0480114387773	21.2059457773707	0.665580672170023	-0.358396230198714	0.0371823022319418	-0.0290254224503257	-0.0634839557639491
acetylcholine	0	0	0	0	0	0	0	0	0	0	0	0.179991385904089	42	139	7	4.16992500144231	156.887335340756	26.3	1	0.826596025074397	0.5	1.73205080756888	2.99492266389406	1.19627902497698	0	1	0.816496580927726	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	9.14285714285714	0.857142857142857	535.03	0	87	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	411.649527542237	412.656088381348	485.527281011719	289.305996503906	233.342886208985	11.9089183723584	10.6610036641195	13.9369269001191	7.88555357419918	7.49454984171071	0.392448048854935	-0.256885994217782	0.0241610540362035	0.128382980321887	-0.165863150859132
acetylcysteine	0	0	0	0	0	0	0	0	0	0	0	0.645278766404748	40	127	10	4.16992500144231	145.639928795983	105.2	0.666666666666667	0.626959307075262	0.4	0	0.25	1.31037069710445	0	0	1.65096362444731	0	1.65096362444731	0	0	0.814325284978472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4.7603305785124	4.48	0.6	234.05	0	72	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	446.499181401367	451.064952083985	505.091844262696	441.013160849609	318.354685802734	18.8111404463493	11.9984250023116	15.4925375680996	15.8864396011061	17.1109520163877	0.400069182239181	-0.165943778343938	-0.0383201630039303	0.068997148555039	-0.155250672038155
acetyldigitoxin	8	0	5	0	0	0	2	6	0	0	0	0.234237846163836	328	16873	113	7	768.585925712119	188.9	0.933333333333333	0.96757846487992	0.482758620689655	1.23691377108204	8.73096031695725	14.4925558510818	2.08897954326713	15.016244367526	36.3595468595665	10.5021779085451	0	7.57018567003473	1.31037069710445	1.09661320039324	5.2706886637736	3.75647564307253	0	0	0	0	0	0	0	0	0	0	0	0	6	0	13	0	1	0	17	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.640625	16.94	8.21367134449977	0.906976744186046	13708.14	0.349593495934959	2818	0	0	0.190019913846461	0.779965869745139	1.82927747726329	0	0	0.11383545031537	0.51922214538128	1.1841147638772	0	0	2	1	1	10	22	5	2	4402.0029957902	5444.62901043317	8464.0371395089	9305.91654236456	8415.62594848139	67.8425664975732	71.3060234969164	115.163472400212	129.602125390018	122.937941435753	1.87515138148198	-0.959959403859839	0.054153438304939	-0.108952809095326	-0.130215536618608
acipimox	1	1	1	1	0	0	0	1	0	0	0	0.500721114841134	52	152	14	4.4594316186373	126.894273470017	77.13	1	0.619721030426797	0.5	0	0.816496580927726	1.10520944959212	0	0.333333333333333	3.53277552900144	0	1.31037069710445	0	0	0.814325284978472	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09090909090909	3.6	2.21453287197232	0.166666666666667	179.05	0.352941176470588	99	0	0	0	0.0680413817439772	0.175366473553874	0	0	0	0.0263523138347365	0.0395284707521047	0	0	3	2	0	1	0	0	0	435.583364876709	482.55051186084	621.95920129419	527.841240871582	264.920844883789	14.0433677091758	12.8823732840535	18.0999285431539	17.4597272474334	10.6566607225975	0.379156973289506	-0.114630051687395	-0.163324660905016	0.0338410117997647	0.031599980948126
acitretin	1	1	1	1	0	0	0	1	0	0	0	0.142647713060049	112	1626	34	5.58496250072116	353.794687638485	46.53	0.875	0.858052188354585	0.466666666666667	2.3529127322713	8.16907454261515	11.1944558806273	0	6.23955888850185	14.7923483021424	0	7.10402279217514	0	0	0.5	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	1	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0416666666667	10.87109375	7.42439737034332	0.285714285714286	1948.03	0.12	549	0	0	0	0.0453609211626514	0.200232793397913	0	0	0	0.0180421959121758	0.071908950040554	0	0	1	8	6	5	0	0	0	1574.17958978851	1743.09298569596	2268.09911894961	2333.00739664506	1969.28853154117	26.3234071066228	25.3283679085303	34.1028369440712	35.6604598856628	33.3246438399279	0.352285762138163	-0.199091038912064	0.0157647795421403	0.0267982040483361	-0.030019987690903
aclarubicin	7	3	4	1	0	0	0	7	0	0	0	0.267519897171132	324	14870	118	7	743.178175790182	217.05	1	0.84259049819202	0.5	2.24629961330933	7.66656569828521	21.1447703535221	1.01714768725598	5.63158523095586	35.5145113076319	1.87986514792699	0	4.27314431314033	0	2.90370759706211	6.12920044242087	3.39400260586837	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	4	12	0	0	4	8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.00634765625	18.6122448979592	8.92707416800373	0.619047619047619	10383.16	0.351351351351351	2342	0	0	0	0.368875542864673	1.17399509635051	0	0	0	0.185356960459797	0.427710040847644	0	0	1	9	6	7	14	2	0	4311.97348406191	5300.93274049458	8082.62367360131	9441.51802905824	9369.37730348157	69.9770158343907	71.8045692964577	113.053459208164	137.592024530822	148.235914132848	2.0294108581318	-0.94329673103304	0.0969758282046187	-0.240391981362105	-0.15563527943036
aclidinium	6	3	4	3	0	0	2	4	0	0	0	0.199332257347066	180	33000003409	52	6.20945336562895	453.693888666914	112.24	999.000999000999	0.958520338253806	0.999000000999	0	0	0	0	28.7281892687304	22.0316953832264	3.50456166482474	3.72840816191803	2.70159996940481	0	0.333333333333333	0.829777303051304	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	11	2	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.0460189919649	12.0299038803845	5.95683993244511	0.423076923076923	3367.08	0.484375	985555894	0	0	0.288675134594813	0.436419553759833	0.860235090228742	0	0	0.235702260395516	0.41865488443537	0.80850823262274	0	0	3	12	0	5	4	2	0	2803.66726893133	3341.11904267803	4815.78373164475	4579.77016342534	4314.75979521033	92.9714533116557	46.3364204137291	67.7788277669062	70.2118069816166	76.3939444414005	0.660906469255258	-0.306846834153625	-0.184357034835958	0.152913997431528	0.109775928787535
aconite	0	0	0	0	0	0	0	0	0	0	0	0.643042699544211	50	211	12	4.4594316186373	154.527891856167	111.9	1	0.821750500844345	0.5	0	0	0	0	0.5	5.11154483397018	0	2.6207413942089	0	0	3.43237126502989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5.61224489795918	6.25	0.166666666666667	157.06	0	101	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	0	408.958423006836	432.321870841797	510.739305143066	443.517858324219	376.862807961914	16.6468142132457	12.9925518627954	18.3159589694182	14.6567358170605	16.9851037255908	0.593518604571426	-0.289270888502491	0.119149414722815	0.135326063857306	-0.498855544515339
acrivastine	3	2	3	2	0	0	1	2	0	0	0	0.153453444343901	130	1755	34	5.8073549220576	346.044589877724	53.43	1	0.766470936384295	0.5	0	2.4723537004064	1.2809748329997	0	23.3966756843996	22.9492587712848	0	4.32350388846916	0	0	0.5	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	1	0	5	0	3	7	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.7270408163265	10.518626734843	6.54222222222222	0.272727272727273	2054.04	0.4	521	0	0	0.144337567297406	0.268728739282632	0.310652726945853	0	0	0.111803398874989	0.128351293427584	0.110491100073228	0	0	1	12	3	4	2	0	0	1782.01085393414	2043.88939682952	2722.0123712522	2664.92211993335	2557.98541925138	28.2688986736349	29.4950936201674	39.6019265220692	35.4950936201674	34.6612755533478	0.367498796926137	-0.201671153898421	0.025438336607619	0.0133787476130643	-0.142714162670471
activated_charcoal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.8524433266667	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.822544	0	0	0	0	1	0	0	0	0	0	0	0	0	0
acyclovir	2	2	1	1	0	0	1	1	0	0	0	0.494357561574303	80	16000000437	22	5.08746284125034	NA	122.14	999.000999000999	0.946209033274292	0.999000000999	0	0	0	0	2.40685194967073	3.96834881019746	0	3.53277552900144	0	0	0.111111111111111	0.471404520791032	0	0	1.10520944959212	0.25	1.14471424255333	1.19055078897615	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0588235294118	6.80529300567108	3.48444444444444	0.375	457.09	0.333333333333333	-359738402	0	0	0.0962250448649376	0.247193874599065	0.49138527681618	0	0	0.0288675134594813	0.0602561157402919	0.065430384870089	0	0	2	1	0	2	0	0	0	767.789166372066	891.261223436584	1227.16700100579	1104.98629048567	869.292178816288	23.7870937020053	19.9901872403347	27.7340102978155	27.0380784754952	24.1482722520055	NA	NA	NA	NA	NA
adapalene	7	3	3	2	0	0	0	7	0	0	0	0.112881043182756	182	2664	57	6.16992500144231	388.647827814752	46.53	1	0.828797796534303	0.5	0	2.42862053365347	1.83027769282618	0.25	22.8054203504449	40.7175433743354	4.64331671233954	12.1389275492129	3.22547231748464	0	0.5	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	9	3	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.5277777777778	8.3404958677686	3.86587771203156	0.392857142857143	3166.03	0.440677966101695	792	0	0	0	0.448942222272546	1.01383407314546	0	0	0	0.316986860689317	0.721214920450229	0	0	1	10	6	0	6	3	1	2594.1444652857	3219.78700790502	4920.94081035911	5055.17674213136	4279.10409493723	33.3234071066228	37.3283679085303	57.1028369440712	59.3246438399279	52.6567358170605	0.346228665145103	-0.194512222813036	0.0246159143332172	-0.0053154940614276	-3.34859993924779e-05
adefovir	2	2	1	1	0	0	1	1	0	0	0	0.535371565172548	92	682	23	5.24792751344359	199.837544754011	146.19	1	0.400921754671283	0.5	0	0	0	0	3.15975890730675	4.64331671233954	0	2.3811015779523	0	0	1.5	1	0	0	1.04004191152595	0.25	1.14471424255333	1.19055078897615	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.409972299169	5.96982167352538	3.99583766909469	0.375	655.1	0.3	302	0	0	0.0962250448649376	0.259679700787487	0.473181867293085	0	0	0.0288675134594813	0.0621898724700325	0.0837087888494721	0	0	2	1	0	2	0	0	0	792.711671398949	922.04734936248	1264.27740028893	1110.05679167612	843.36949620842	28.5481914488312	30.2105976245567	35.6902213244074	30.0312866289743	24.3163320114063	0.804772498542334	-0.492810270127371	-0.0765684632085373	0.3182684423665	-0.177661894396465
adenine	2	2	1	1	0	0	1	1	0	0	0	0.595907599407593	52	105	12	4.4594316186373	92.9614306661669	80.48	0.333333333333333	0.730904022796238	0.25	0	0	0	0	0.25	2.6207413942089	0	2.3811015779523	0	0	0	0	0	0	1.27788620849254	0	2.33481514867803	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.69421487603306	2.56	1.12	0	166.05	0.6	79	0	0	0.117851130197758	0.219416096821288	0.387458418316709	0	0	0.0322748612183951	0.0450049440686789	0.0540892239112058	0	0	2	1	0	0	0	0	0	473.763276105469	546.815591011719	739.796869132813	539.563963359375	273.354292820313	11.7999015063824	12.495637398624	17.4370128041886	14.2432144360926	8.57848670337078	0.304620793222512	-0.230957683652144	0.0969084319334617	-0.0114139785193517	-0.00684716637322173
adenosine	3	2	2	1	0	0	2	1	0	0	0	0.522432406851087	104	657	32	5.39231742277876	202.245801896945	139.54	0.8	0.799289592522617	0.444444444444444	0	0	0	0	0.577757035666254	6.58606565255043	0	8.25020561791714	0	0	0.766309432393553	1	0	0	1.04004191152595	0.25	1.14471424255333	1.19055078897615	0	0	0	0	0	0	0	0	0	1	0	0	2	4	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9591836734694	5.41311134235172	2.27555555555556	0.5	814.09	0.4375	288	0	0	0.174792464996776	0.50524519158095	0.906685661481738	0	0	0.0742284346221327	0.151377201513504	0.188602885044397	0	0	2	1	0	2	3	0	0	1088.02918691508	1320.92255907815	1948.2572489982	1815.6063271768	1501.73857060027	23.8977776485462	24.3222792174673	36.8133921514962	40.5518317708401	33.5044381924483	0.791268133018916	-0.375706703107108	-0.0815406368692269	0.0289365027642885	0.0794375029397434
adenosine_triphosphate	3	2	2	1	0	0	2	1	0	0	0	0.570314013283872	170	63000002828	48	6.04439411935845	NA	314.22	999.000999000999	0.875967506538692	0.999000000999	0	0	0	0	0.577757035666254	6.58606565255043	0	8.25020561791714	0	0	6.93149537024903	9.07354300828378	1.74020216019058	0	1.04004191152595	0.25	1.14471424255333	1.19055078897615	0	0	0	0	0	0	0	0	0	1	0	0	2	4	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	4	3	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.030303030303	11.3727810650888	7.73985487772104	0.5	1153.23	0.297872340425532	1575490494	0	0	0.174792464996776	0.50524519158095	0.890413815992102	0	0	0.0742284346221327	0.151377201513504	0.187353072302639	0	0	2	1	0	2	3	0	0	1224.14574051352	1490.57078243324	2201.50785127538	2088.89476730122	1871.35245205792	67.1468105472701	65.5452980800902	84.6335020146348	88.3499661876921	84.6845013814161	NA	NA	NA	NA	NA
adrafinil	2	2	2	2	0	0	0	2	0	0	0	0.250417479787888	96	797	28	5.39231742277876	258.90456414905	72.39	0.8	0.727993047792997	0.444444444444444	0	0	0	0	15.938165523257	14.6280565088597	0	2.8039657955522	0	0	0.766309432393553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3718820861678	8.44444444444444	4.76470588235294	0.133333333333333	916.05	0.371428571428571	294	0	0	0	0.204124145231932	0.117851130197758	0	0	0	0.0641500299099584	0.037037037037037	0	0	1	10	2	1	1	0	0	1500.57791965133	1723.15947832294	2290.87650574985	2381.2195226954	2263.0270960116	28.8111404463493	27.9477053681378	34.0573670524363	41.4518324849575	41.390112721315	0.273761042732938	-0.0212483947138784	-0.117876005763562	-0.0414673437903768	0.0263423794312763
afatinib	4	3	3	2	0	0	1	3	0	0	0	0.182639650614165	176	3655	50	6.20945336562895	417.802775673659	88.61	1	0.850277740928191	0.5	0.5	2.99101813780964	2.09290679260355	0	11.3179933697316	26.1291614203905	0	11.5035104400096	0	0	0	0.316227766016838	0.333333333333333	0	0	0	1.6903614683087	0.475682846001088	0	0	0	0	0	0	0	2	0	4	0	2	6	1	0	0	1	6	2	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.0460189919649	12.9919261822376	7.75	0.291666666666667	2722.1	0.389830508474576	888	0	0	0.144337567297406	0.293700391659476	0.537384563469446	0	0	0.0833333333333333	0.093344042151297	0.127947125405893	0	0	2	13	1	3	2	0	0	2237.86850161015	2606.46502425173	3590.04137090679	3653.74341555089	3502.58788931422	47.3383026598967	43.022016901611	61.3269968732785	64.2172978680038	58.0422162340527	0.874309711903424	-0.475148471152167	0.0178327370063369	0.0466182786623224	-0.129613002374951
ajmaline	9	1	1	1	0	0	2	5	2	0	0	0.143899700491318	156	1033	60	5.85798099512757	301.101996728391	46.94	1	0.882484115124253	0.5	0.125	2.87672505749019	4.90208929911093	0.471404520791032	5.76026922180706	20.7030739910597	2.5807847823751	18.2343128962921	5.1459300448238	0	0.166666666666667	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	2	0	3	0	0	4	8	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0963139120095	4.63640149937526	1.44047619047619	0.7	2473.04	0.38	404	0	0	0.123596937299533	0.713108860432519	1.75698557189218	0	0	0.100316242962372	0.460246817816996	1.07225191765123	0	0	0	5	1	2	7	3	1	2391.49606680156	3182.37236682022	5501.24441118747	6270.86188180124	4887.03252141517	26.2688986736349	30.6612755533478	52.0453749270883	64.8444454940935	58.9234803640829	0.323189734562517	-0.171472063841464	0.0264812162734474	-0.0111900981330773	0.0086519742371119
alanine	0	0	0	0	0	0	0	0	0	0	0	0.711079739440921	22	29	4	3.32192809488736	86.385167486889	63.32	0.5	0.650594578819247	0.333333333333333	0	0	1.4142135623731	0	0	0	0	1	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2.22222222222222	3	0.666666666666667	114.03	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	156.5700730625	146.8977555625	148.71749003125	79.179971	0	7.90891837235837	5.83036588744558	7.77101685616697	5.77110714839836	0	0.239825624399287	-0.0889279631819093	-0.0679490369558467	0.0369641879381124	0
