target_uniprot_id	compound_bindingdb_id	pKi
Q99720	50125094	1
Q99720	50125095	1
Q99720	50125097	1
Q99720	50125096	1
Q99720	50125098	1
Q99720	50125099	1
Q99720	50137616	1
Q99720	50137619	1
Q99720	50122031	0
Q99720	50137622	1
Q99720	50137625	1
Q99720	50137621	1
Q99720	50137623	0
Q99720	50038356	1
Q99720	50038358	1
Q99720	50038359	1
Q99720	50038360	1
Q99720	50038361	1
Q99720	50038362	1
Q99720	50038364	1
Q99720	50038365	1
Q99720	50038366	1
Q99720	50038367	1
Q99720	50038368	1
Q99720	50038371	1
Q99720	50038372	1
Q99720	50038373	1
Q99720	50038374	1
Q99720	50038376	1
Q99720	50038377	1
Q99720	50038378	1
Q99720	50038379	1
Q99720	50038380	1
Q99720	50038381	1
Q99720	50172868	1
Q99720	50144505	1
Q99720	50144507	1
Q99720	50144509	1
Q99720	50144508	1
Q99720	50144503	1
Q99720	50144512	1
Q99720	50144510	1
Q99720	50017716	1
Q99720	50144511	1
Q99720	50144514	1
Q99720	50144515	1
Q99720	50144516	1
Q99720	50144506	1
Q99720	50144518	1
Q99720	50144513	1
Q99720	50144517	1
Q99720	50445614	1
Q99720	50145011	1
Q99720	50145017	1
Q99720	50145012	1
Q99720	50145021	1
Q99720	50145015	1
Q99720	50145025	1
Q99720	50145024	1
Q99720	50145019	1
Q99720	50145029	1
Q99720	50145027	1
Q99720	50145016	1
Q99720	50145014	1
Q99720	50145028	1
Q99720	50145013	1
Q99720	50145020	1
Q99720	50145018	1
Q99720	50145026	1
Q99720	50145023	1
Q99720	50109389	1
Q99720	50145022	1
Q99720	50070042	1
Q99720	50072409	1
Q99720	50072410	1
Q99720	50072411	1
Q99720	50072412	1
Q99720	50072413	1
Q99720	50072414	1
Q99720	50072415	1
Q99720	50072416	1
Q99720	50072418	1
Q99720	50072455	1
Q99720	50072456	1
Q99720	50077862	1
Q99720	50077863	0
Q99720	50077864	0
Q99720	50077865	0
Q99720	50077866	0
Q99720	50077867	1
Q99720	50077869	1
Q99720	50077870	1
Q99720	50077871	1
Q99720	50077872	1
Q99720	50077873	1
Q99720	50077874	1
Q99720	50077876	1
Q99720	50396352	1
Q99720	50396335	1
Q99720	50396336	1
Q99720	50077877	1
Q99720	50077878	1
Q99720	50077879	1
Q99720	50077880	1
Q99720	50077895	1
Q99720	50077881	1
Q99720	50077896	1
Q99720	50077882	1
Q99720	50077897	0
Q99720	50077899	1
Q99720	50077900	1
Q99720	50077883	1
Q99720	50077884	1
Q99720	50077901	1
Q99720	50077885	1
Q99720	50077886	1
Q99720	50077887	1
Q99720	50077888	1
Q99720	50077889	1
Q99720	50077890	1
Q99720	50077903	0
Q99720	50077904	0
Q99720	50077891	1
Q99720	50077892	1
Q99720	50077905	1
Q99720	50077893	1
Q99720	50077894	1
Q99720	50180054	0
Q99720	50182020	1
Q99720	50257647	0
Q99720	50257646	1
Q99720	50257543	0
Q99720	50257493	1
Q99720	50140056	1
Q99720	50435344	1
Q99720	50140054	1
Q99720	50140055	1
Q99720	50140058	1
Q99720	50140053	1
Q99720	50007677	1
Q99720	50140138	0
Q99720	50140139	0
Q99720	50140140	1
Q99720	50331291	1
Q99720	50281402	0
Q99720	50281403	0
Q99720	50281404	1
Q99720	50281405	1
Q99720	50281406	1
Q99720	50281407	0
Q99720	50281411	1
Q99720	50281414	1
Q99720	50281415	1
Q99720	50281421	0
Q99720	50281413	1
Q99720	50281424	1
Q99720	50281426	1
Q99720	50281409	1
Q99720	50281410	0
Q99720	50281422	1
Q99720	50281430	0
Q99720	50281423	1
Q99720	50281432	0
Q99720	50281433	1
Q99720	50281425	0
Q99720	50281434	1
Q99720	50281412	1
Q99720	50281408	1
Q99720	50281436	1
Q99720	50281418	1
Q99720	50281437	0
Q99720	50281417	1
Q99720	50281438	1
Q99720	50281435	1
Q99720	50281440	1
Q99720	50281416	1
Q99720	50281439	1
Q99720	50281431	0
Q99720	50281427	1
Q99720	50281420	1
Q99720	50281419	0
Q99720	50281429	0
Q99720	50281443	1
Q99720	50281428	1
Q99720	50281442	1
Q99720	50281441	1
Q99720	50281445	1
Q99720	50281446	0
Q99720	50281447	1
Q99720	50281449	0
Q99720	50281450	1
Q99720	50281451	1
Q99720	50281454	1
Q99720	50281458	1
Q99720	50281444	1
Q99720	50281457	1
Q99720	50281455	1
Q99720	50281448	1
Q99720	50281460	0
Q99720	50281461	0
Q99720	50281459	1
Q99720	50281453	1
Q99720	50281452	1
Q99720	50281497	1
Q99720	50281498	1
Q99720	50281499	1
Q99720	50281500	1
Q99720	50281501	1
Q99720	50281503	1
Q99720	50281504	1
Q99720	50281505	1
Q99720	50281502	1
Q99720	50283111	1
Q99720	50283113	1
Q99720	50283114	1
Q99720	50283320	1
Q99720	50283325	1
Q99720	50283326	1
Q99720	50283330	1
Q99720	50283331	1
Q99720	50283328	1
Q99720	50283333	1
Q99720	50283322	1
Q99720	50283327	1
Q99720	50283335	1
Q99720	50283337	1
Q99720	50283321	1
Q99720	50283329	1
Q99720	50283334	1
Q99720	50002268	1
Q99720	50283324	1
Q99720	50283323	1
Q99720	50283336	1
Q99720	50283394	1
Q99720	50283397	1
Q99720	50283396	1
Q99720	50283402	1
Q99720	50283399	1
Q99720	50283403	1
Q99720	50283404	1
Q99720	50283405	1
Q99720	50283395	1
Q99720	50283400	1
Q99720	50283401	0
Q99720	50283393	1
Q99720	50283398	1
Q99720	50152836	1
Q99720	50152837	1
Q99720	50152841	1
Q99720	50152842	1
Q99720	50152843	1
Q99720	50152844	1
Q99720	50152845	1
Q99720	50152846	1
Q99720	50152847	1
Q99720	50152840	1
Q99720	50152839	1
Q99720	50152838	1
Q99720	50290091	1
Q99720	50290092	1
Q99720	50290093	1
Q99720	50290094	1
Q99720	50290095	1
Q99720	50290096	1
Q99720	50290097	1
Q99720	50290098	1
Q99720	50290099	1
Q99720	50290100	1
Q99720	50290101	1
Q99720	50001044	1
Q99720	50001028	1
Q99720	50181054	1
Q99720	50181055	1
Q99720	50181056	1
Q99720	50181057	1
Q99720	50181058	1
Q99720	50181059	1
Q99720	50181060	1
Q99720	50181061	1
Q99720	50181113	1
Q99720	50181130	1
Q99720	50181297	1
Q99720	50181299	1
Q99720	50181300	1
Q99720	50181301	1
Q99720	50305341	1
Q99720	50305344	0
Q99720	50305342	1
Q99720	50305343	1
Q99720	50210268	1
Q99720	50170654	1
Q99720	50336575	0
Q99720	50037480	1
Q99720	50058017	1
Q99720	50334158	1
Q99720	50366250	1
Q99720	50366251	1
Q99720	50366252	1
Q99720	50366253	1
Q99720	50366254	1
Q99720	50019742	0
Q99720	50366255	1
Q99720	50366256	1
Q99720	50366257	1
Q99720	50366258	1
Q99720	50366259	1
Q99720	50366260	1
Q99720	50366261	1
Q99720	50366262	1
Q99720	50366263	1
Q99720	50366264	1
Q99720	50366265	1
Q99720	50366266	1
Q99720	50366267	1
Q99720	50026045	1
Q99720	50366268	1
Q99720	50366269	1
Q99720	50366270	1
Q99720	50366271	1
Q99720	50366272	1
Q99720	50366273	1
Q99720	50366274	1
Q99720	50366275	1
Q99720	50366276	1
Q99720	50366277	1
Q99720	50280515	0
Q99720	50280516	0
Q99720	50288949	1
Q99720	50288950	1
Q99720	50033369	1
Q99720	50288952	1
Q99720	50288953	1
Q99720	50288954	1
Q99720	50288955	1
Q99720	50142863	1
Q99720	50142864	1
Q99720	50366613	1
Q99720	50142866	1
Q99720	50142867	1
Q99720	50142869	1
Q99720	50142870	1
Q99720	50142871	1
Q99720	50142873	1
Q99720	50000780	0
Q99720	50240231	1
Q99720	50240229	1
Q99720	50240230	1
Q99720	50240232	1
Q99720	50006990	1
Q99720	50240234	1
Q99720	50368223	0
Q99720	50009049	1
Q99720	50368225	0
Q99720	50359499	0
Q99720	50368227	1
Q99720	50009061	1
Q99720	50368228	1
Q99720	50368224	1
Q99720	50368226	0
Q99720	50368230	1
Q99720	50368229	1
Q99720	50009063	1
Q99720	50022721	0
Q99720	50006968	1
Q99720	50006973	1
Q99720	50006974	1
Q99720	50006976	1
Q99720	50006977	1
Q99720	50006979	1
Q99720	81924	1
Q99720	50006980	1
Q99720	50006967	1
Q99720	50006970	1
Q99720	50000776	1
Q99720	50242666	1
Q99720	50242667	0
Q99720	50242668	1
Q99720	50242669	1
Q99720	50242671	1
Q99720	50242670	1
Q99720	50044709	1
Q99720	50044710	1
Q99720	50044711	1
Q99720	50044712	1
Q99720	50044713	1
Q99720	50044714	1
Q99720	50044715	1
Q99720	50044716	1
Q99720	50044717	1
Q99720	50044718	1
Q99720	50044719	0
Q99720	50044720	1
Q99720	50044721	1
Q99720	50044723	1
Q99720	50044722	1
Q99720	50044724	0
Q99720	50044725	1
Q99720	50044726	1
Q99720	50047719	1
Q99720	50047720	1
Q99720	50047723	1
Q99720	50047722	1
Q99720	50047724	1
Q99720	50047721	1
Q99720	50047726	1
Q99720	50047725	1
Q99720	50047727	1
Q99720	50047728	1
Q99720	50040189	0
Q99720	50040191	1
Q99720	50040194	0
Q99720	50040190	0
Q99720	50040198	0
Q99720	50040199	0
Q99720	50040192	0
Q99720	50040197	0
Q99720	50040193	1
Q99720	50040196	0
Q99720	50040195	0
Q99720	50038708	1
Q99720	50038706	1
Q99720	50038712	1
Q99720	50038711	1
Q99720	50038713	1
Q99720	50038714	1
Q99720	50038716	1
Q99720	73402	1
Q99720	50038709	1
Q99720	50038721	1
Q99720	50038720	1
Q99720	50038718	1
Q99720	50038715	1
Q99720	50038710	1
Q99720	50038705	1
Q99720	50038719	1
Q99720	50038723	1
Q99720	50038717	1
Q99720	50044045	1
Q99720	50044047	1
Q99720	50044046	1
Q99720	50044050	1
Q99720	50044049	1
Q99720	50044052	1
Q99720	50044053	1
Q99720	50044054	1
Q99720	50044051	0
Q99720	50044048	1
Q99720	50044055	1
Q99720	50044056	1
Q99720	50044057	1
Q99720	50037481	0
Q99720	50037479	0
Q99720	50037482	1
Q99720	50037489	1
Q99720	50037476	1
Q99720	50037473	1
Q99720	50037472	1
Q99720	50037483	0
Q99720	50037475	1
Q99720	50037487	1
Q99720	50037486	1
Q99720	50037490	0
Q99720	50037474	1
Q99720	50037471	0
Q99720	50037478	0
Q99720	50037484	1
Q99720	50037485	1
Q99720	50037477	1
Q99720	50037469	0
Q99720	50037488	1
Q99720	50037470	1
Q99720	50036759	1
Q99720	50036760	1
Q99720	50036761	1
Q99720	50036762	1
Q99720	50036766	0
Q99720	50036758	1
Q99720	50036771	1
Q99720	50036756	1
Q99720	50036773	1
Q99720	50036774	1
Q99720	50036757	1
Q99720	50036768	1
Q99720	50036776	1
Q99720	50036777	1
Q99720	50035097	1
Q99720	50036783	1
Q99720	50036775	1
Q99720	50036778	1
Q99720	50036780	1
Q99720	50036785	1
Q99720	50036781	1
Q99720	50036772	1
Q99720	50036779	1
Q99720	50036782	1
Q99720	50036767	1
Q99720	50036765	1
Q99720	50036784	1
Q99720	50036770	1
Q99720	50036763	1
Q99720	50036769	1
Q99720	50032402	1
Q99720	50032407	1
Q99720	50032411	1
Q99720	50032406	1
Q99720	50032414	0
Q99720	50032413	1
Q99720	50032417	1
Q99720	50032408	1
Q99720	50032412	1
Q99720	50367062	0
Q99720	50032416	1
Q99720	50048867	1
Q99720	50048872	1
Q99720	50048877	1
Q99720	50048873	1
Q99720	50048871	1
Q99720	50048868	1
Q99720	50048875	1
Q99720	50048870	1
Q99720	50048878	1
Q99720	50048876	1
Q99720	50048869	1
Q99720	50064187	1
Q99720	50064189	1
Q99720	50064193	1
Q99720	50064194	1
Q99720	50064190	1
Q99720	50064196	1
Q99720	50064192	1
Q99720	50064197	1
Q99720	50064195	1
Q99720	50064188	1
Q99720	50064191	1
Q99720	50066110	0
Q99720	50369382	1
Q99720	50040260	0
Q99720	50066115	0
Q99720	50066112	0
Q99720	50083342	1
Q99720	85093	1
Q99720	50120468	1
Q99720	50120469	1
Q99720	50120471	1
Q99720	50120472	1
Q99720	50120474	1
Q99720	50120475	1
Q99720	50120478	1
Q99720	50120480	1
Q99720	50120477	1
Q99720	50120479	1
Q99720	50120470	1
Q99720	50120482	1
Q99720	50120481	1
Q99720	50120467	1
Q99720	50120483	1
Q99720	50120473	1
Q99720	50128105	1
Q99720	50128106	1
Q99720	50128108	1
Q99720	50128109	1
Q99720	50128110	1
Q99720	50128111	1
Q99720	50128104	1
Q99720	50128112	1
Q99720	50128102	1
Q99720	50128113	1
Q99720	50128103	1
Q99720	50128107	1
Q99720	50128101	1
Q99720	50039197	1
Q99720	50107092	1
Q99720	50107087	1
Q99720	50107088	1
Q99720	50129598	0
Q99720	50010617	1
Q99720	50084717	0
Q99720	50129594	1
Q99720	50129596	0
Q99720	50129597	0
Q99720	50129599	0
Q99720	50107090	1
Q99720	22165	1
Q99720	50107089	1
Q99720	50129593	1
Q99720	50129590	1
Q99720	50107093	1
Q99720	50129591	0
Q99720	50129592	1
Q99720	50370403	1
Q99720	50159005	1
Q99720	50159009	1
Q99720	50159010	1
Q99720	50159012	1
Q99720	50159013	1
Q99720	50159017	1
Q99720	50159020	1
Q99720	50159006	1
Q99720	50159021	1
Q99720	50159022	1
Q99720	50159008	1
Q99720	50159014	1
Q99720	50159016	1
Q99720	50159007	0
Q99720	50159026	1
Q99720	50159024	1
Q99720	50159025	1
Q99720	50159028	1
Q99720	50159030	1
Q99720	50159032	1
Q99720	50159029	1
Q99720	50159033	1
Q99720	50159018	1
Q99720	50159011	1
Q99720	50159031	1
Q99720	50159023	1
Q99720	50159034	1
Q99720	50159015	1
Q99720	50159019	0
Q99720	50170635	1
Q99720	50170637	1
Q99720	50170636	1
Q99720	20607	1
Q99720	50170641	1
Q99720	50170638	1
Q99720	50170639	1
Q99720	50170643	0
Q99720	50170642	1
Q99720	55354	1
Q99720	50080017	1
Q99720	71545	1
Q99720	50170651	1
Q99720	50170653	0
Q99720	50170655	1
Q99720	50170650	1
Q99720	19441	1
Q99720	50065941	1
Q99720	50170646	0
Q99720	79181	1
Q99720	50047016	1
Q99720	50170660	1
Q99720	50170663	1
Q99720	50170659	1
Q99720	50170652	1
Q99720	50013260	0
Q99720	50170662	1
Q99720	50010618	1
Q99720	50003027	1
Q99720	8885	0
Q99720	50170656	1
Q99720	50170657	1
Q99720	50170658	1
Q99720	8903	1
Q99720	50170661	1
Q99720	50170664	0
Q99720	50170647	0
Q99720	50035102	1
Q99720	50170665	1
Q99720	50170666	1
Q99720	50170648	1
Q99720	18957	1
Q99720	50046952	1
Q99720	50389024	1
Q99720	50389025	1
Q99720	50393649	1
Q99720	50396337	1
Q99720	50396338	1
Q99720	50396339	1
Q99720	50396340	1
Q99720	50396341	1
Q99720	50396343	1
Q99720	50396344	1
Q99720	50396345	1
Q99720	50396346	1
Q99720	50396347	1
Q99720	50396348	1
Q99720	50396350	1
Q99720	50396351	1
Q99720	50396353	1
Q99720	50396354	1
Q99720	50396355	1
Q99720	50396358	0
Q99720	50396359	1
Q99720	50396360	1
Q99720	50396361	1
Q99720	50396362	0
Q99720	50396363	1
Q99720	50396364	1
Q99720	50396365	1
Q99720	50396366	1
Q99720	50396367	1
Q99720	50396368	1
Q99720	50396369	1
Q99720	50396370	0
Q99720	50396372	1
Q99720	50396378	1
Q99720	50396379	1
Q99720	50396380	1
Q99720	50396381	1
Q99720	50396382	1
Q99720	50396383	1
Q99720	50396384	1
Q99720	50396385	1
Q99720	50396386	1
Q99720	50396387	1
Q99720	50396388	1
Q99720	50396389	1
Q99720	50396390	1
Q99720	50396373	1
Q99720	50396391	1
Q99720	50396392	1
Q99720	50396393	1
Q99720	50396394	1
Q99720	50396395	1
Q99720	50396396	1
Q99720	50396397	1
Q99720	50396398	1
Q99720	50396399	1
Q99720	50396374	1
Q99720	50396375	1
Q99720	50396400	1
Q99720	50396401	1
Q99720	50396402	1
Q99720	50396403	1
Q99720	50396404	1
Q99720	50396376	1
Q99720	50028094	1
Q99720	50028091	1
Q99720	50400743	1
Q99720	50400823	1
Q99720	50407212	0
Q99720	50407214	0
Q99720	50407300	1
Q99720	50407330	1
Q99720	50407329	1
Q99720	50415159	1
Q99720	50415160	1
Q99720	50415161	1
Q99720	50415162	1
Q99720	50415163	1
Q99720	50415164	1
Q99720	50415165	1
Q99720	50415166	1
Q99720	50427875	0
Q99720	50427876	0
Q99720	50431031	1
Q99720	50431034	1
Q99720	50431036	1
Q99720	50431037	1
Q99720	50431038	1
Q99720	50431039	0
Q99720	50431040	1
Q99720	50431043	1
Q99720	50431044	1
Q99720	50431045	1
Q99720	50431047	1
Q99720	50431048	1
Q99720	50431054	1
Q99720	50431058	1
Q99720	50431061	1
Q99720	50431063	1
Q99720	50431064	1
Q99720	50338990	1
Q99720	50432551	1
Q99720	8960	1
Q99720	86757	1
Q99720	50440737	1
Q99720	50441839	1
Q99720	50442585	0
Q99720	50443228	1
Q99720	50445616	0
P20933	18125	0
P20933	85470	0
P20933	85471	0
P20933	85472	0
P20933	26121	0
P20933	85077	0
P20933	85473	0
P20933	85474	0
P20933	85475	0
P20933	85476	0
P32247	85497	0
P32247	85478	0
P32247	85500	0
P32247	50063814	0
P32247	85488	1
P32247	85482	0
P32247	85496	0
P32247	85495	0
P32247	85493	0
P32247	85487	0
P32247	85498	0
P32247	50071754	0
P32247	85502	0
P32247	85483	0
P32247	85499	0
P32247	85506	0
P32247	85505	0
P32247	86512	1
P32247	86504	1
P32247	86501	1
P32247	86505	1
P32247	86506	1
P32247	86498	1
P32247	86510	0
P32247	86500	0
P32247	86502	1
P32247	86511	0
P32247	86507	0
P32247	86503	1
P32247	86508	1
P32247	86509	1
P32247	50336889	1
P32247	50275902	1
P43116	17638	1
P43116	22369	1
P43116	85184	0
P43116	85602	1
P43116	50101824	0
P43116	85175	1
P43116	50109546	0
P43116	85179	0
P43116	23954	0
P43116	85177	0
P43116	85606	1
P43116	82213	0
P43116	35847	1
P43116	50020300	0
P43116	85603	1
P43116	50072064	1
P43116	119432	1
P43116	119433	1
P43116	119434	1
P43116	119435	1
P43116	119436	1
P43116	119437	1
P43116	119438	1
P43116	119439	1
P43116	119440	1
P43116	119441	1
P43116	119442	1
P43116	119443	1
P43116	50446847	0
P43116	154981	1
P43116	238316	0
P43116	238318	0
P43116	238319	0
P43116	238322	0
P43116	238330	0
P43116	238332	0
P43116	238334	0
P43116	238336	0
P43116	238338	0
P43116	179992	1
P43116	179993	1
P43116	179994	1
P43116	179995	1
P43116	179996	1
P43116	179997	1
P43116	179998	1
P43116	179999	1
P43116	180000	1
P43116	180002	1
P43116	180003	1
P43116	180004	1
P43116	180005	1
P43116	180006	1
P43116	180007	1
P43116	180018	1
P43116	180019	1
P43116	180020	1
P43116	180021	1
P43116	180022	1
P43116	180024	1
P43116	180025	1
P43116	180026	1
P43116	180038	1
P43116	180045	1
P43116	180046	1
P43116	202290	0
P43116	202318	0
P43116	202485	0
P43116	263343	1
P43116	263344	1
P43116	263345	1
P43116	263346	1
P43116	263347	1
P43116	263352	1
P43116	263353	1
P43116	263355	1
P43116	263356	1
P43116	263357	1
P43116	263358	1
P43116	263360	1
P43116	263361	1
P43116	263362	0
P43116	263363	1
P43116	263364	1
P43116	263365	1
P43116	263366	1
P43116	263348	1
P43116	263349	1
P43116	263350	1
P43116	263351	1
P43116	263354	1
P43116	263359	1
P43116	50403949	1
P43116	50016954	1
P43116	50101830	1
P43116	50016952	1
P43116	50016981	1
P43116	50293496	1
P43116	50016953	1
P43116	50081439	0
P43116	50081440	0
P43116	50081438	0
P43116	50081447	0
P43116	50081448	0
P43116	50081444	0
P43116	50081452	0
P43116	50081434	0
P43116	50081441	0
P43116	50097793	0
P43116	50097791	0
P43116	50097794	0
P43116	50097792	0
P43116	50117681	1
P43116	50117684	0
P43116	50117685	0
P43116	50117689	0
P43116	50117691	0
P43116	50117687	0
P43116	50117695	0
P43116	50117697	0
P43116	50117690	0
P43116	50117698	0
P43116	50117693	0
P43116	50117683	0
P43116	50117688	0
P43116	50117686	0
P43116	50117694	0
P43116	50117696	0
P43116	50117699	0
P43116	50117700	0
P43116	50134514	0
P43116	50134516	0
P43116	50134522	0
P43116	50134520	0
P43116	50134524	0
P43116	50134513	0
P43116	50134525	0
P43116	50134512	0
P43116	50134521	0
P43116	50134518	0
P43116	50134523	0
P43116	50134517	0
P43116	50134515	1
P43116	50134529	0
P43116	50134511	0
P43116	50134528	0
P43116	50134519	0
P43116	50134526	0
P43116	50134527	0
P43116	50142475	0
P43116	50142481	0
P43116	50142479	0
P43116	50142487	0
P43116	50142482	0
P43116	50142485	0
P43116	50142477	0
P43116	50142490	0
P43116	50142484	0
P43116	50142480	1
P43116	50142478	0
P43116	50142493	0
P43116	50125409	0
P43116	50142488	0
P43116	50125417	0
P43116	50156548	0
P43116	50156546	1
P43116	50156549	1
P43116	50156552	0
P43116	50156553	1
P43116	50156547	1
P43116	50156554	0
P43116	50156551	0
P43116	50168287	0
P43116	50184212	1
P43116	50184217	1
P43116	50205274	1
P43116	50205276	1
P43116	50205275	1
P43116	50213909	0
P43116	50277632	0
P43116	50277668	0
P43116	50308124	1
P43116	50308125	0
P43116	50308126	1
P43116	50308127	0
P43116	50308128	1
P43116	50308129	0
P43116	50308131	0
P43116	50308133	1
P43116	50308134	1
P43116	50319837	0
P43116	50331737	0
P43116	50333748	0
P43116	50232544	0
P43116	50235385	0
P43116	50235370	0
P43116	50125403	0
P43116	50125401	0
P43116	50125407	0
P43116	50125415	0
P43116	50370461	0
P43116	50159761	1
P43116	50159762	0
P43116	50370465	0
P43116	50370463	0
P43116	50370468	0
P43116	50370469	0
P43116	50370467	0
P43116	50159773	0
P43116	50159772	0
P43116	50370470	0
P43116	50159765	0
P43116	50159774	0
P43116	50159771	0
P43116	50159763	1
P43116	50370462	1
P43116	50159775	0
P43116	50370464	0
P43116	50370473	0
P43116	50370472	0
P43116	50159778	0
P43116	50159758	0
P43116	50370466	1
P43116	50370474	0
P43116	50193918	0
P43116	50193923	0
P43116	50193920	0
P43116	50193927	0
P43116	50193929	0
P43116	50193931	0
P43116	50193919	0
P43116	50193925	0
P43116	50193928	0
P43116	50193930	0
P43116	50193934	0
P43116	50193932	0
P43116	50193936	0
P43116	50193937	0
P43116	50193926	0
P43116	50193938	0
P43116	50193921	0
P43116	50193933	0
P43116	50213979	1
P43116	50213975	1
P43116	50213978	1
P43116	50213983	1
P43116	50213977	1
P43116	50213974	0
P43116	50213981	1
P43116	50213980	1
P43116	50213976	0
P43116	50224569	0
P43116	50224572	0
P43116	50224574	0
P43116	50224571	0
P43116	50224578	0
P43116	50224579	0
P43116	50224575	0
P43116	50224576	0
P43116	50224577	0
P43116	50224581	0
P43116	50224570	0
P43116	50224584	0
P43116	50224582	0
P43116	50224586	0
P43116	50224580	0
P43116	50224583	0
P43116	50224568	0
P43116	50372058	1
P43116	50372068	0
P43116	50373939	0
P43116	50373940	1
P43116	50373941	1
P43116	50373942	0
P43116	50373944	1
P43116	50373945	0
P43116	50376299	0
P43116	50302828	0
P43116	50394644	0
P43116	50394645	0
P43116	50394646	0
P43116	50411582	0
P25100	85595	1
P25100	29568	1
P25100	50013515	1
P25100	50016897	1
P25100	50241196	1
P25100	85709	1
P25100	85092	1
P25100	85833	1
P25100	85848	1
P25100	50060964	1
P25100	50033111	1
P25100	50026917	1
P25100	82424	0
P25100	50001955	1
P25100	81993	1
P25100	86052	1
P25100	22867	1
P25100	50028421	1
P25100	50002173	1
P25100	86053	0
P25100	50017519	1
P25100	86709	1
P25100	86710	0
P25100	21397	1
P25100	86708	1
P25100	86850	1
P25100	86854	1
P25100	86848	1
P25100	86852	1
P25100	86845	1
P25100	86851	1
P25100	86843	1
P25100	86853	1
P25100	86849	1
P25100	86847	1
P25100	86855	1
P25100	86844	1
P25100	86846	1
P25100	50071684	0
P25100	50081818	0
P25100	50090305	0
P25100	50084996	1
P25100	50090647	1
P25100	50451157	1
P25100	50451156	1
P25100	50366618	0
P25100	50453799	1
P25100	69602	1
P25100	50033112	1
P25100	86731	1
P25100	50026636	1
P25100	50033109	1
P25100	50033110	1
P25100	50033113	1
P25100	50002732	1
P25100	50411195	1
P25100	50002729	1
P25100	50411187	1
P25100	50411188	1
P25100	50002735	1
P25100	50392637	1
P25100	50411190	1
P25100	50002734	1
P25100	50002731	0
P25100	50002730	1
P25100	50411193	1
P25100	50411194	1
P25100	50411192	1
P25100	50392638	1
P25100	50002733	1
P25100	50411191	1
P25100	50411189	1
P25100	50004766	0
P25100	50004770	1
P25100	50004772	1
P25100	50004768	1
P25100	50004769	1
P25100	50004767	1
P25100	50412784	1
P25100	50412783	1
P25100	50412782	1
P25100	50060965	1
P25100	50063907	1
P25100	50063906	1
P25100	50063908	1
P25100	50023183	1
P25100	50023184	1
P25100	50023185	1
P25100	50023186	1
P25100	50023187	1
P25100	50023188	1
P25100	50023189	1
P25100	50023190	1
P25100	50023191	1
P25100	50023192	1
P25100	50023193	1
P25100	50023194	1
P25100	50023195	1
P25100	50023196	1
P25100	50023197	1
P25100	50023199	1
P25100	50023200	1
P25100	50071646	1
P25100	50071648	0
P25100	50071653	1
P25100	50071654	1
P25100	50071656	1
P25100	50071655	1
P25100	50071658	1
P25100	50071659	0
P25100	50071647	1
P25100	50071662	0
P25100	50071661	1
P25100	50071660	1
P25100	50071651	1
P25100	50071650	0
P25100	50071652	1
P25100	50071657	1
P25100	50071645	0
P25100	50071649	1
P25100	50073027	1
P25100	50073028	1
P25100	50073026	1
P25100	50073025	1
P25100	50003331	0
P25100	50074004	0
P25100	50074003	1
P25100	50074005	0
P25100	50074007	1
P25100	50074010	1
P25100	50074002	1
P25100	50074008	1
P25100	50074009	1
P25100	50074013	1
P25100	50074012	1
P25100	50074014	1
P25100	50074006	1
P25100	50074011	1
P25100	50082807	0
P25100	50082784	1
P25100	50082810	1
P25100	50082814	1
P25100	50082813	0
P25100	50082815	0
P25100	50082811	1
P25100	50082816	1
P25100	50082794	1
P25100	50082806	0
P25100	50082820	0
P25100	50082819	1
P25100	50082824	0
P25100	50082809	0
P25100	50082805	0
P25100	50082821	0
P25100	50082817	1
P25100	50082804	0
P25100	50082829	1
P25100	50082823	1
P25100	50082812	1
P25100	50082833	0
P25100	50082831	0
P25100	50082818	0
P25100	50082822	1
P25100	50082797	1
P25100	50082827	1
P25100	50082834	0
P25100	50082826	0
P25100	50082828	0
P25100	50082808	0
P25100	50082835	1
P25100	50082825	1
P25100	50082839	1
P25100	50082845	1
P25100	50082840	1
P25100	50082850	0
P25100	50082854	1
P25100	50082848	1
P25100	50082846	1
P25100	50082857	1
P25100	50082847	1
P25100	50082837	1
P25100	50082856	1
P25100	50082843	1
P25100	50082852	1
P25100	50082853	1
P25100	50082844	0
P25100	50082860	1
P25100	50082849	0
P25100	50082861	1
P25100	50082855	1
P25100	50082851	1
P25100	50082841	1
P25100	50082842	1
P25100	50082862	1
P25100	50082838	0
P25100	50082859	1
P25100	50082858	1
P25100	50084997	0
P25100	50085002	1
P25100	50084998	0
P25100	50085001	1
P25100	50085003	0
P25100	50085005	0
P25100	50085004	1
P25100	50084999	1
P25100	50085000	1
P25100	50088393	1
P25100	50088391	1
P25100	50088395	1
P25100	50088398	1
P25100	50088403	1
P25100	50088399	1
P25100	50088404	1
P25100	50088406	0
P25100	50088400	1
P25100	50088411	1
P25100	50088397	1
P25100	50088409	1
P25100	50088410	1
P25100	50088402	1
P25100	50088414	1
P25100	50088389	1
P25100	50088412	1
P25100	50088405	1
P25100	50088392	1
P25100	50088417	1
P25100	50088413	1
P25100	50088418	1
P25100	50088396	1
P25100	50088408	1
P25100	50088416	1
P25100	50088394	1
P25100	50088415	1
P25100	50088390	1
P25100	50088407	1
P25100	50088401	1
P25100	50088419	1
P25100	50088699	0
P25100	50088697	0
P25100	50088706	1
P25100	50088698	0
